"","id","phase","date","site","bait_take","species","prints_count","raven_visit_1_pa","raven_visit_1_time","raven_visit_2_pa","raven_visit_2_time","raven_visit_3_pa","raven_visit_3_time","fox_visit_1_pa","fox_visit_1_time","fox_visit_2_pa","fox_visit_2_time","fox_visit_3_pa","fox_visit_3_time","fox_visit_4_pa","fox_visit_4_time","fox_visit_5_pa","fox_visit_5_time","treatment","foxes","ravens","bait_notes","bait_yes","day_of_week","minimum_temperature_c","maximum_temperature_c","rainfall_mm","speed_of_maximum_wind_gust_km_h","fox_visit_pa","fox_visit_n","raven_visit_pa","raven_visit_n","study_day"
"350",446,"2",2024-01-29,"F11",0,"Not taken",1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"No","Monday",14.5,31.5,0,41,0,0,0,0,15
"351",447,"2",2024-01-29,"F14",0,"Not taken",0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"No","Monday",14.5,31.5,0,41,0,0,0,0,15
"352",448,"2",2024-01-29,"F15",0,"Not taken",0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"No","Monday",14.5,31.5,0,41,0,0,0,0,15
"353",449,"2",2024-01-29,"F17",0,"Not taken",0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,NA,NA,"No","Monday",14.5,31.5,0,41,0,0,0,0,15
"354",450,"2",2024-01-29,"F18",0,"Not taken",0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"No","Monday",14.5,31.5,0,41,0,0,0,0,15
"355",451,"2",2024-01-29,"F19",0,"Not taken",0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"No","Monday",14.5,31.5,0,41,0,0,0,0,15
"356",452,"2",2024-01-29,"F21",0,"Not taken",0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,NA,NA,"No","Monday",14.5,31.5,0,41,0,0,0,0,15
"357",453,"2",2024-01-29,"F22",0,"Not taken",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,NA,NA,"No","Monday",14.5,31.5,0,41,0,0,0,0,15
"358",454,"2",2024-01-29,"F23",0,"Not taken",0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,NA,NA,"No","Monday",14.5,31.5,0,41,0,0,0,0,15
"359",455,"2",2024-01-29,"F26",0,"Not taken",0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"No","Monday",14.5,31.5,0,41,0,0,0,0,15
"360",456,"2",2024-01-29,"F27",0,"Not taken",NA,0,NA,0,NA,0,NA,1,0.115277777777778,0,NA,0,NA,0,NA,0,NA,"Control",NA,NA,NA,"No","Monday",14.5,31.5,0,41,1,1,0,0,15
"361",457,"2",2024-01-29,"F31",0,"Not taken",1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"No","Monday",14.5,31.5,0,41,0,0,0,0,15
"362",458,"2",2024-01-29,"F34",0,"Not taken",1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"No","Monday",14.5,31.5,0,41,0,0,0,0,15
"363",459,"2",2024-01-29,"F40",0,"Not taken",0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"No","Monday",14.5,31.5,0,41,0,0,0,0,15
"364",460,"2",2024-01-29,"F48",0,"Not taken",0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"No","Monday",14.5,31.5,0,41,0,0,0,0,15
"365",461,"2",2024-01-29,"F54",0,"Not taken",0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"No","Monday",14.5,31.5,0,41,0,0,0,0,15
"366",462,"2",2024-01-29,"F57",0,"Not taken",0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,NA,NA,"No","Monday",14.5,31.5,0,41,0,0,0,0,15
"367",463,"2",2024-01-29,"F58",0,"Not taken",0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,NA,NA,"No","Monday",14.5,31.5,0,41,0,0,0,0,15
"368",464,"2",2024-01-29,"F01",1,"Raven",0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,1,NA,"Yes","Monday",14.5,31.5,0,41,0,0,0,0,15
"369",465,"2",2024-01-29,"F08",1,"Raven",0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,1,NA,"Yes","Monday",14.5,31.5,0,41,0,0,0,0,15
"370",466,"2",2024-01-29,"F09",1,"Raven",2,1,-2209003800,1,-2209051440,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,1,"PE","Yes","Monday",14.5,31.5,0,41,0,0,1,2,15
"371",467,"2",2024-01-29,"F16",1,"Raven",0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,1,NA,"Yes","Monday",14.5,31.5,0,41,0,0,0,0,15
"372",468,"2",2024-01-29,NA,1,"Raven",NA,0,NA,0,NA,0,NA,1,0.980555555555556,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,1,NA,"Yes","Monday",14.5,31.5,0,41,1,1,0,0,15
"373",469,"2",2024-01-29,"F06",0,"Unknown",0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,NA,NA,"No","Monday",14.5,31.5,0,41,0,0,0,0,15
"374",470,"2",2024-01-29,"F13",1,"Unknown",0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,NA,NA,"Yes","Monday",14.5,31.5,0,41,0,0,0,0,15
"375",471,"2",2024-01-29,"F28",1,"Unknown",3,0,NA,0,NA,0,NA,1,0.876388888888889,1,-2209050720,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"Yes","Monday",14.5,31.5,0,41,1,2,0,0,15
"376",472,"2",2024-01-29,"F30",1,"Unknown",1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"Yes","Monday",14.5,31.5,0,41,0,0,0,0,15
"377",473,"2",2024-01-29,"F32",1,"Unknown",1,0,NA,0,NA,0,NA,1,0.986111111111111,0,NA,0,NA,0,NA,0,NA,"Control",NA,NA,NA,"Yes","Monday",14.5,31.5,0,41,1,1,0,0,15
"378",474,"2",2024-01-29,"F55",1,"Unknown",0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,NA,NA,"Yes","Monday",14.5,31.5,0,41,0,0,0,0,15
"379",475,"2",2024-01-30,"F05",1,"Fox",0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",1,NA,NA,"Yes","Tuesday",12.9,28.6,0,30,0,0,0,0,16
"380",476,"2",2024-01-30,"F29",1,"Fox",0,0,NA,0,NA,0,NA,1,0.802083333333333,1,-2209073400,1,-2209063080,1,-2209060560,1,1899-12-31 06:18:00,"Treatment",1,NA,NA,"Yes","Tuesday",12.9,28.6,0,30,1,5,0,0,16
"381",477,"2",2024-01-30,"F30",1,"Fox",0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",1,NA,NA,"Yes","Tuesday",12.9,28.6,0,30,0,0,0,0,16
"382",478,"2",2024-01-30,"F32",1,"Fox",1,0,NA,0,NA,0,NA,1,0.134722222222222,0,NA,0,NA,0,NA,0,NA,"Control",1,NA,NA,"Yes","Tuesday",12.9,28.6,0,30,1,1,0,0,16
"383",479,"2",2024-01-30,"F35",1,"Fox",1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",1,NA,NA,"Yes","Tuesday",12.9,28.6,0,30,0,0,0,0,16
"384",480,"2",2024-01-30,"F52",1,"Fox",1,0,NA,0,NA,0,NA,1,0.877083333333333,0,NA,0,NA,0,NA,0,NA,"Control",1,NA,NA,"Yes","Tuesday",12.9,28.6,0,30,1,1,0,0,16
"385",481,"2",2024-01-30,"F53",1,"Fox",0,0,NA,0,NA,0,NA,1,0.7625,1,-2209000620,1,-2208992820,1,-2209068660,0,NA,"Control",1,NA,NA,"Yes","Tuesday",12.9,28.6,0,30,1,4,0,0,16
"386",482,"2",2024-01-30,"F56",1,"Fox",1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",1,NA,NA,"Yes","Tuesday",12.9,28.6,0,30,0,0,0,0,16
"387",483,"2",2024-01-30,"F03",0,"Not taken",0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"No","Tuesday",12.9,28.6,0,30,0,0,0,0,16
"388",484,"2",2024-01-30,"F04",1,"Unknown",0,0,NA,0,NA,0,NA,1,0.144444444444444,0,NA,0,NA,0,NA,0,NA,"Control",NA,NA,NA,"Yes","Tuesday",12.9,28.6,0,30,1,1,0,0,16
"389",485,"2",2024-01-30,"F11",0,"Not taken",0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"No","Tuesday",12.9,28.6,0,30,0,0,0,0,16
"390",486,"2",2024-01-30,"F14",0,"Not taken",0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"No","Tuesday",12.9,28.6,0,30,0,0,0,0,16
"391",487,"2",2024-01-30,"F15",0,"Not taken",0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"No","Tuesday",12.9,28.6,0,30,0,0,0,0,16
"392",488,"2",2024-01-30,"F19",0,"Not taken",0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"No","Tuesday",12.9,28.6,0,30,0,0,0,0,16
"393",489,"2",2024-01-30,"F20",0,"Not taken",0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"No","Tuesday",12.9,28.6,0,30,0,0,0,0,16
"394",490,"2",2024-01-30,"F21",0,"Not taken",0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,NA,NA,"No","Tuesday",12.9,28.6,0,30,0,0,0,0,16
"395",491,"2",2024-01-30,"F22",0,"Not taken",0,0,NA,0,NA,0,NA,1,0.215277777777778,0,NA,0,NA,0,NA,0,NA,"Control",NA,NA,NA,"No","Tuesday",12.9,28.6,0,30,1,1,0,0,16
"396",492,"2",2024-01-30,"F23",0,"Not taken",0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,NA,NA,"No","Tuesday",12.9,28.6,0,30,0,0,0,0,16
"397",493,"2",2024-01-30,"F24",0,"Not taken",0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,NA,NA,"No","Tuesday",12.9,28.6,0,30,0,0,0,0,16
"398",494,"2",2024-01-30,"F25",0,"Not taken",0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"No","Tuesday",12.9,28.6,0,30,0,0,0,0,16
"399",495,"2",2024-01-30,"F26",0,"Not taken",0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"No","Tuesday",12.9,28.6,0,30,0,0,0,0,16
"400",496,"2",2024-01-30,"F31",0,"Not taken",0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"No","Tuesday",12.9,28.6,0,30,0,0,0,0,16
"401",497,"2",2024-01-30,"F40",0,"Not taken",0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"No","Tuesday",12.9,28.6,0,30,0,0,0,0,16
"402",498,"2",2024-01-30,"F48",0,"Not taken",0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"No","Tuesday",12.9,28.6,0,30,0,0,0,0,16
"403",499,"2",2024-01-30,"F54",0,"Not taken",0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"No","Tuesday",12.9,28.6,0,30,0,0,0,0,16
"404",500,"2",2024-01-30,"F58",0,"Not taken",0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,NA,NA,"No","Tuesday",12.9,28.6,0,30,0,0,0,0,16
"405",501,"2",2024-01-30,"F06",1,"Raven",0,0,NA,0,NA,0,NA,1,0.99375,0,NA,0,NA,0,NA,0,NA,"Control",NA,1,NA,"Yes","Tuesday",12.9,28.6,0,30,1,1,0,0,16
"406",502,"2",2024-01-30,"F08",1,"Raven",0,1,-2209035000,0,NA,0,NA,1,0.141666666666667,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,1,NA,"Yes","Tuesday",12.9,28.6,0,30,1,1,1,1,16
"407",503,"2",2024-01-30,"F09",1,"Raven",0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,1,NA,"Yes","Tuesday",12.9,28.6,0,30,0,0,0,0,16
"408",504,"2",2024-01-30,"F10",1,"Raven",0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,1,"PE","Yes","Tuesday",12.9,28.6,0,30,0,0,0,0,16
"409",505,"2",2024-01-30,"F12",1,"Raven",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,1,NA,"Yes","Tuesday",12.9,28.6,0,30,0,0,0,0,16
"410",506,"2",2024-01-30,"F13",1,"Raven",0,1,-2209026720,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,1,NA,"Yes","Tuesday",12.9,28.6,0,30,0,0,1,1,16
"411",507,"2",2024-01-30,"F16",1,"Raven",0,1,-2209007280,1,-2209033920,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,1,NA,"Yes","Tuesday",12.9,28.6,0,30,0,0,1,2,16
"412",508,"2",2024-01-30,"F18",1,"Raven",0,1,-2209023060,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,1,"PE","Yes","Tuesday",12.9,28.6,0,30,0,0,1,1,16
"413",509,"2",2024-01-30,"F27",1,"Raven",0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,1,NA,"Yes","Tuesday",12.9,28.6,0,30,0,0,0,0,16
"414",510,"2",2024-01-30,"F57",1,"Raven",0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,1,NA,"Yes","Tuesday",12.9,28.6,0,30,0,0,0,0,16
"415",511,"2",2024-01-30,NA,1,"Raven",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,1,NA,"Yes","Tuesday",12.9,28.6,0,30,0,0,0,0,16
"416",512,"2",2024-01-30,"F01",1,"Unknown",0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,NA,NA,"Yes","Tuesday",12.9,28.6,0,30,0,0,0,0,16
"417",513,"2",2024-01-30,"F02",1,"Unknown",3,0,NA,0,NA,0,NA,1,0.155555555555556,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"Yes","Tuesday",12.9,28.6,0,30,1,1,0,0,16
"418",514,"2",2024-01-30,"F07",1,"Unknown",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,NA,NA,"Yes","Tuesday",12.9,28.6,0,30,0,0,0,0,16
"419",515,"2",2024-01-30,"F17",1,"Unknown",0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,NA,NA,"Yes","Tuesday",12.9,28.6,0,30,0,0,0,0,16
"420",516,"2",2024-01-30,"F28",1,"Unknown",2,0,NA,0,NA,0,NA,1,0.854166666666667,1,-2208991800,1,-2209073700,1,-2209055040,0,NA,"Treatment",NA,NA,NA,"Yes","Tuesday",12.9,28.6,0,30,1,4,0,0,16
"421",517,"2",2024-01-30,"F34",1,"Unknown",0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"Yes","Tuesday",12.9,28.6,0,30,0,0,0,0,16
"422",518,"2",2024-01-30,"F55",1,"Unknown",1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,NA,NA,"Yes","Tuesday",12.9,28.6,0,30,0,0,0,0,16
"423",519,"2",2024-01-31,"F05",1,"Fox",1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",1,NA,NA,"Yes","Wednesday",18.2,26.2,0.4,48,0,0,0,0,17
"424",520,"2",2024-01-31,"F11",1,"Fox",1,0,NA,0,NA,0,NA,1,0.268055555555556,0,NA,0,NA,0,NA,0,NA,"Treatment",1,NA,NA,"Yes","Wednesday",18.2,26.2,0.4,48,1,1,0,0,17
"425",521,"2",2024-01-31,"F12",1,"Fox",1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",1,NA,NA,"Yes","Wednesday",18.2,26.2,0.4,48,0,0,0,0,17
"426",522,"2",2024-01-31,"F31",1,"Fox",0,1,-2209044600,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",1,NA,NA,"Yes","Wednesday",18.2,26.2,0.4,48,0,0,1,1,17
"427",523,"2",2024-01-31,"F35",1,"Fox",3,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",1,NA,NA,"Yes","Wednesday",18.2,26.2,0.4,48,0,0,0,0,17
"428",524,"2",2024-01-31,"F53",1,"Fox",1,0,NA,0,NA,0,NA,1,0.781944444444444,1,-2209001340,1,-2208992100,1,-2209070580,0,NA,"Control",1,NA,NA,"Yes","Wednesday",18.2,26.2,0.4,48,1,4,0,0,17
"429",525,"2",2024-01-31,"F55",1,"Fox",1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",1,NA,NA,"Yes","Wednesday",18.2,26.2,0.4,48,0,0,0,0,17
"430",526,"2",2024-01-31,"F56",1,"Fox",1,0,NA,0,NA,0,NA,1,0.110416666666667,0,NA,0,NA,0,NA,0,NA,"Control",1,NA,NA,"Yes","Wednesday",18.2,26.2,0.4,48,1,1,0,0,17
"431",527,"2",2024-01-31,"F03",0,"Not taken",0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"No","Wednesday",18.2,26.2,0.4,48,0,0,0,0,17
"432",528,"2",2024-01-31,"F10",0,"Not taken",0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"No","Wednesday",18.2,26.2,0.4,48,0,0,0,0,17
"433",529,"2",2024-01-31,"F13",0,"Not taken",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,NA,NA,"No","Wednesday",18.2,26.2,0.4,48,0,0,0,0,17
"434",530,"2",2024-01-31,"F15",0,"Not taken",0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"No","Wednesday",18.2,26.2,0.4,48,0,0,0,0,17
"435",531,"2",2024-01-31,"F18",0,"Not taken",0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"No","Wednesday",18.2,26.2,0.4,48,0,0,0,0,17
"436",532,"2",2024-01-31,"F19",0,"Not taken",0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"No","Wednesday",18.2,26.2,0.4,48,0,0,0,0,17
"437",533,"2",2024-01-31,"F20",0,"Not taken",0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"No","Wednesday",18.2,26.2,0.4,48,0,0,0,0,17
"438",534,"2",2024-01-31,"F21",0,"Not taken",0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,NA,NA,"No","Wednesday",18.2,26.2,0.4,48,0,0,0,0,17
"439",535,"2",2024-01-31,"F22",0,"Not taken",0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,NA,NA,"No","Wednesday",18.2,26.2,0.4,48,0,0,0,0,17
"440",536,"2",2024-01-31,"F23",0,"Not taken",0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,NA,NA,"No","Wednesday",18.2,26.2,0.4,48,0,0,0,0,17
"441",537,"2",2024-01-31,"F24",0,"Not taken",0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,NA,NA,"No","Wednesday",18.2,26.2,0.4,48,0,0,0,0,17
"442",538,"2",2024-01-31,"F25",0,"Not taken",0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"No","Wednesday",18.2,26.2,0.4,48,0,0,0,0,17
"443",539,"2",2024-01-31,"F26",0,"Not taken",0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"No","Wednesday",18.2,26.2,0.4,48,0,0,0,0,17
"444",540,"2",2024-01-31,"F30",0,"Not taken",0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"No","Wednesday",18.2,26.2,0.4,48,0,0,0,0,17
"445",541,"2",2024-01-31,"F40",0,"Not taken",0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"No","Wednesday",18.2,26.2,0.4,48,0,0,0,0,17
"446",542,"2",2024-01-31,"F48",0,"Not taken",0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"No","Wednesday",18.2,26.2,0.4,48,0,0,0,0,17
"447",543,"2",2024-01-31,"F54",0,"Not taken",0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"No","Wednesday",18.2,26.2,0.4,48,0,0,0,0,17
"448",544,"2",2024-01-31,"F57",0,"Not taken",0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,NA,NA,"No","Wednesday",18.2,26.2,0.4,48,0,0,0,0,17
"449",545,"2",2024-01-31,"F58",0,"Not taken",0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,NA,NA,"No","Wednesday",18.2,26.2,0.4,48,0,0,0,0,17
"450",546,"2",2024-01-31,"F01",1,"Raven",0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,1,NA,"Yes","Wednesday",18.2,26.2,0.4,48,0,0,0,0,17
"451",547,"2",2024-01-31,"F04",1,"Raven",0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,1,NA,"Yes","Wednesday",18.2,26.2,0.4,48,0,0,0,0,17
"452",548,"2",2024-01-31,"F06",1,"Raven",1,0,NA,0,NA,0,NA,1,0.834722222222222,0,NA,0,NA,0,NA,0,NA,"Control",NA,1,NA,"Yes","Wednesday",18.2,26.2,0.4,48,1,1,0,0,17
"453",549,"2",2024-01-31,"F09",1,"Raven",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,1,NA,"Yes","Wednesday",18.2,26.2,0.4,48,0,0,0,0,17
"454",550,"2",2024-01-31,"F14",1,"Raven",0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,1,"PE","Yes","Wednesday",18.2,26.2,0.4,48,0,0,0,0,17
"455",551,"2",2024-01-31,"F16",1,"Raven",0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,1,NA,"Yes","Wednesday",18.2,26.2,0.4,48,0,0,0,0,17
"456",552,"2",2024-01-31,"F27",1,"Raven",0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,1,NA,"Yes","Wednesday",18.2,26.2,0.4,48,0,0,0,0,17
"457",553,"2",2024-01-31,"F52",1,"Raven",2,1,-2209021800,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,1,NA,"Yes","Wednesday",18.2,26.2,0.4,48,0,0,1,1,17
"458",554,"2",2024-01-31,NA,1,"Raven",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,1,NA,"Yes","Wednesday",18.2,26.2,0.4,48,0,0,0,0,17
"459",555,"2",2024-01-31,"F02",1,"Unknown",1,0,NA,0,NA,0,NA,1,0.972916666666667,1,-2209070340,0,NA,0,NA,0,NA,"Treatment",NA,NA,"PE","Yes","Wednesday",18.2,26.2,0.4,48,1,2,0,0,17
"460",556,"2",2024-01-31,"F07",1,"Unknown",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,NA,NA,"Yes","Wednesday",18.2,26.2,0.4,48,0,0,0,0,17
"461",557,"2",2024-01-31,"F08",1,"Unknown",2,0,NA,0,NA,0,NA,1,0.0666666666666667,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"Yes","Wednesday",18.2,26.2,0.4,48,1,1,0,0,17
"462",558,"2",2024-01-31,"F17",1,"Unknown",0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,NA,NA,"Yes","Wednesday",18.2,26.2,0.4,48,0,0,0,0,17
"463",559,"2",2024-01-31,"F28",1,"Unknown",2,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"Yes","Wednesday",18.2,26.2,0.4,48,0,0,0,0,17
"464",560,"2",2024-01-31,"F29",1,"Unknown",1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"Yes","Wednesday",18.2,26.2,0.4,48,0,0,0,0,17
"465",561,"2",2024-01-31,"F32",1,"Unknown",1,0,NA,0,NA,0,NA,1,0.977083333333333,0,NA,0,NA,0,NA,0,NA,"Control",NA,NA,NA,"Yes","Wednesday",18.2,26.2,0.4,48,1,1,0,0,17
"466",562,"2",2024-01-31,"F34",1,"Unknown",0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"Yes","Wednesday",18.2,26.2,0.4,48,0,0,0,0,17
